,GiaTien,Hang,DongXe,NamSanXuat,SoKmDaDi,TinhTrang,HopSo,NhienLieu,XuatXu,KieuDang,SoCho,DiaDiem
8129,360000000.0,Toyota,Vios,2016,55688,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
8131,285000000.0,Kia,Forte,2010,12345,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,5,Đắk Lắk
8132,720000000.0,Honda,Civic,2018,42000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Hồ Chí Minh
8133,610000000.0,Toyota,Innova,2016,58000,Cũ,Tự động,Xăng,Trong nước,Minivan (MPV),8,Hồ Chí Minh
8134,375000000.0,Ford,Focus,2013,90000,Cũ,Tự động,Xăng,Trong nước,Hatchback,5,Hà Nội
8135,488000000.0,Ford,Ranger,2016,44000,Cũ,Số sàn,Dầu,Nhập khẩu,Pick-up (bán tải),5,Hồ Chí Minh
8136,585000000.0,Ford,Transit,2014,58000,Cũ,Số sàn,Dầu,Nhập khẩu,,10,Bình Dương
8137,495000000.0,Toyota,Vios,2019,20000,Cũ,Tự động,,Nhập khẩu,Sedan,5,Hà Nội
8138,960000000.0,Mazda,CX 5,2019,14000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,5,Hà Nội
8139,490000000.0,Toyota,Hilux,2016,78000,Cũ,Số sàn,Dầu,Nhập khẩu,Pick-up (bán tải),5,Hồ Chí Minh
8140,325000000.0,Honda,Civic,2009,126000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Bình Dương
8141,95000000.0,Fiat,Siena,2004,90000,Cũ,Số sàn,Xăng,Trong nước,Sedan,4,Hồ Chí Minh
8142,45000000.0,Toyota,4 Runner,1991,200000,Cũ,Số sàn,Xăng,Nhập khẩu,SUV / Cross over,5,Hà Nội
8143,355000000.0,Suzuki,Swift,2014,42000,Cũ,Tự động,Xăng,Trong nước,Hatchback,5,Hải Phòng
8144,535000000.0,Honda,City,2018,33000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hà Nội
8145,2380000000.0,Ford,Mustang,2018,9000,Cũ,Số sàn,Xăng,Nhập khẩu,Coupe (2 cửa),4,Hồ Chí Minh
8146,360000000.0,Hyundai,Grand i10,2017,29000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Bình Dương
8148,592000000.0,Ford,Ranger,2018,32000,Cũ,Tự động,Dầu,Nhập khẩu,Pick-up (bán tải),5,Hồ Chí Minh
8149,310000000.0,Kia,Morning,2016,40000,Cũ,Tự động,Xăng,Trong nước,Hatchback,5,Hà Nội
8150,148000000.0,Hyundai,Getz,2009,12000,Cũ,Số sàn,Xăng,Nhập khẩu,Hatchback,5,Hà Nội
8151,819000000.0,Mazda,CX 5,2019,26000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,5,Đồng Nai
8152,410000000.0,Chevrolet,Cruze,2016,56000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
8153,348000000.0,Kia,Morning,2018,39000,Cũ,Tự động,Xăng,Trong nước,Hatchback,5,Bình Dương
8154,1280000000.0,BMW,5 Series,2014,58000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,4,Hồ Chí Minh
8155,105000000.0,Ford,Laser,2005,20000,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,5,Nam Định
8157,160000000.0,Mercedes Benz,C Class,2004,180000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
8158,435000000.0,Hyundai,Accent,2019,310000,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,5,Hồ Chí Minh
8160,860000000.0,BMW,3 Series,2014,55000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,4,Hồ Chí Minh
8161,819000000.0,Hyundai,Tucson,2018,40000,Cũ,Tự động,Dầu,Trong nước,SUV / Cross over,5,Hà Nội
8162,518000000.0,Mazda,3,2016,41800,Cũ,Tự động,Xăng,Trong nước,Hatchback,5,Bình Dương
8163,555000000.0,Toyota,Vios,2019,44838,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hà Nội
8164,799000000.0,Hyundai,Tucson,2018,45000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,5,Hà Nội
8165,288000000.0,Chevrolet,Aveo,2018,38000,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Bình Dương
8166,750000000.0,Ford,Ranger,2019,23000,Cũ,Tự động,Dầu,Nhập khẩu,Pick-up (bán tải),5,Hà Nội
8167,445000000.0,Toyota,Camry,2007,95006,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,5,Hồ Chí Minh
8168,255000000.0,Kia,Morning,2016,33000,Cũ,Số sàn,Xăng,Trong nước,Hatchback,5,hái Nguyên
8170,82000000.0,Chevrolet,Matiz,2007,160000,Cũ,Số sàn,Xăng,Trong nước,Hatchback,5,Đồng Tháp
8172,592000000.0,Mitsubishi,Xpander,2019,7000,Cũ,Tự động,Xăng,Nhập khẩu,Minivan (MPV),5,Hà Nội
8173,470000000.0,Chevrolet,Orlando,2017,42000,Cũ,Tự động,Xăng,Nhập khẩu,Minivan (MPV),7,Hà Nội
8174,1050000000.0,LandRover,Range Rover Evoque,2013,50000,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,5,Hồ Chí Minh
8175,488000000.0,Nissan,Navara,2017,22222,Cũ,Tự động,Dầu,Nhập khẩu,Pick-up (bán tải),5,Hà Nội
8177,555000000.0,Toyota,Innova,2017,60000,Cũ,Số sàn,Xăng,Trong nước,Minivan (MPV),8,Hồ Chí Minh
8179,355000000.0,Hyundai,Grand i10,2017,38000,Cũ,Tự động,Xăng,Trong nước,Hatchback,5,Hà Nội
8180,355000000.0,Hyundai,Grand i10,2017,38000,Cũ,Tự động,Xăng,Trong nước,Hatchback,5,Hà Nội
8181,468000000.0,Mitsubishi,Triton,2016,38000,Cũ,Tự động,Dầu,Nhập khẩu,Pick-up (bán tải),5,hái Nguyên
8183,519000000.0,Mazda,3,2016,42000,Cũ,Tự động,Xăng,Trong nước,Hatchback,5,Bình Dương
8184,793000000.0,Kia,Sorento,2019,43000,Cũ,Tự động,Dầu,Trong nước,SUV / Cross over,5,Hồ Chí Minh
8185,890000000.0,Ford,Everest,2019,40000,Cũ,Tự động,Dầu,Nhập khẩu,SUV / Cross over,7,Đà Nẵng
8186,589000000.0,Ford,EcoSport,2019,13000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,5,Hà Nội
8187,455000000.0,Toyota,Hilux,2013,56000,Cũ,Số sàn,Dầu,Nhập khẩu,Pick-up (bán tải),5,hái Nguyên
8188,719000000.0,Toyota,Hilux,2017,65000,Cũ,Tự động,Dầu,Nhập khẩu,Pick-up (bán tải),5,Hồ Chí Minh
8189,735000000.0,Mazda,6,2018,23000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
8191,670000000.0,Honda,Civic,2018,60000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Bình Dương
8192,320000000.0,Ford,Everest,2008,170000,Cũ,Số sàn,Dầu,Nhập khẩu,Sedan,7,iền Giang
8193,78000000.0,Daewoo,Nubira,2001,123456,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,5,Cần Thơ
8194,518000000.0,Mitsubishi,Xpander,2019,18000,Cũ,Số sàn,Xăng,Nhập khẩu,Minivan (MPV),5,Hải Dương
8195,265000000.0,Kia,Carens,2013,200000,Cũ,Số sàn,Xăng,Trong nước,Minivan (MPV),7,Lâm Đồng
8196,488000000.0,Toyota,Hilux,2015,68000,Cũ,Số sàn,Dầu,Nhập khẩu,Pick-up (bán tải),5,hái Nguyên
8199,338000000.0,Hyundai,Grand i10,2016,58000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Hà Nội
8200,448000000.0,Toyota,Vios,2019,9000,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Hải Dương
8202,195000000.0,Kia,K3,2009,140,Cũ,Số sàn,Dầu,Nhập khẩu,Kiểu dáng khác,Khác,Quảng Ngãi
8203,235000000.0,Mercedes Benz,Sprinter,2009,180000,Cũ,Số sàn,Dầu,Trong nước,Van,16,Hồ Chí Minh
8205,655000000.0,Hyundai,Sonata,2014,75000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,4,Lâm Đồng
8207,289000000.0,Ford,Focus,2011,78,Cũ,Tự động,Xăng,Nhập khẩu,Hatchback,5,Quảng Nam
8208,28000000.0,Daewoo,Cielo,1996,200,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Đồng Nai
8209,2180000000.0,Mercedes Benz,GLC,2018,20000,Cũ,Tự động,,Nhập khẩu,SUV / Cross over,5,Hồ Chí Minh
8210,260000000.0,Toyota,Innova,2007,220000,Cũ,Số sàn,Xăng,Nhập khẩu,Minivan (MPV),8,Lâm Đồng
8212,1400000000.0,Hyundai,Dòng khác,2016,73000,Cũ,Số sàn,Dầu,Nhập khẩu,Kiểu dáng khác,Khác,Bình Phước
8213,585000000.0,Kia,Cerato,2019,33179,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Khánh Hòa
8214,50000000.0,Hãng khác,Dòng khác,2009,36888,Cũ,Số sàn,Xăng,Trong nước,Van,2,Hải Dương
8216,370000000.0,Chevrolet,Cruze,2018,80000,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Đà Nẵng
8219,499000000.0,Kia,Cerato,2017,300000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,hái Nguyên
8220,55000000.0,Toyota,Corona,1985,9999,Cũ,Số sàn,Xăng,Nhập khẩu,,5,Bình Dương
8224,999999000.0,Chevrolet,Nubira,2000,260,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,An Giang
8225,385000000.0,Toyota,Vios,2016,53216,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Hà Nội
8227,1779000000.0,Mercedes Benz,C Class,2020,10000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
8228,380000000.0,Toyota,Corolla Altis,2009,40000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hà Nội
8229,165000000.0,Ford,Laser,2003,65000,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,5,ây Ninh
8230,290000000.0,Toyota,Corolla Altis,2007,250000,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,ây Ninh
8231,1469000000.0,Mercedes Benz,C Class,2017,32000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
8232,147000000.0,Kia,Morning,2012,1421,Cũ,Số sàn,Xăng,Nhập khẩu,Hatchback,5,ây Ninh
8233,2100000000.0,Kia,K3,2014,62000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Hồ Chí Minh
8234,188000000.0,Volkswagen,Polo,2017,64000,Cũ,Bán tự động,Xăng,Nhập khẩu,Hatchback,5,Hồ Chí Minh
8235,1090000000.0,Hyundai,Santa Fe,2019,33668,Cũ,Tự động,Dầu,Trong nước,SUV / Cross over,7,Hà Nội
8236,163000000.0,Mitsubishi,Jolie,2005,123456,Cũ,Số sàn,Xăng,Trong nước,SUV / Cross over,8,Hồ Chí Minh
8237,430000000.0,Kia,Rio,2016,27000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Sơn La
8239,285000000.0,Toyota,Corolla Altis,2008,90000,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Hà Nội
8240,950000000.0,BMW,5 Series,2012,115000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Hà Nội
8241,345000000.0,Toyota,Corolla Altis,2008,10000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Hà Nội
8242,290000000.0,Ford,Transit,2013,150000,Cũ,Số sàn,Dầu,Trong nước,Van,7,Đồng Nai
8243,975000000.0,Honda,CR V,2019,14000,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,5,Hồ Chí Minh
8245,825000000.0,Kia,Sorento,2018,50000,Cũ,Tự động,Dầu,Nhập khẩu,SUV / Cross over,7,Hà Nội
8246,155000000.0,Kia,Morning,2012,12345,Cũ,Số sàn,Xăng,Nhập khẩu,Hatchback,5,Đắk Lắk
8248,1469000000.0,Mercedes Benz,C Class,2017,33000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
8250,518000000.0,Mazda,3,2016,43000,Cũ,Tự động,Xăng,Trong nước,Hatchback,5,Hà Nội
8252,360000000.0,Hyundai,Grand i10,2017,29000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Bình Dương
8253,245000000.0,Chevrolet,Cruze,2010,74000,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,5,Đà Nẵng
8255,449000000.0,Toyota,Vios,2017,49000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
8256,275000000.0,Toyota,Innova,2008,180,Cũ,Số sàn,Xăng,Trong nước,Minivan (MPV),8,Cần Thơ
8257,335000000.0,Hyundai,Grand i10,2018,44000,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Hà Nội
8259,970000000.0,Toyota,Camry,2017,28000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
8260,505000000.0,Kia,Cerato,2016,61,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
8261,77000000.0,Nissan,Bluebird,1992,12345,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,16,ây Ninh
8262,348000000.0,Kia,Morning,2018,39000,Cũ,Tự động,Xăng,Trong nước,Hatchback,5,Bình Dương
8263,539000000.0,Hyundai,Santa Fe,2009,136889,Cũ,Tự động,Dầu,Nhập khẩu,SUV / Cross over,7,Hà Nội
8265,585000000.0,Toyota,Fortuner,2014,74000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,7,Hồ Chí Minh
8267,515000000.0,Isuzu,Dmax,2017,60000,Cũ,Tự động,Dầu,Nhập khẩu,Pick-up (bán tải),5,Hồ Chí Minh
8269,423000000.0,Toyota,Vios,2018,25000,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Bình Dương
8271,150000000.0,Hyundai,Getz,2009,210000,Cũ,Số sàn,Xăng,Nhập khẩu,Hatchback,5,hanh Hóa
8272,225000000.0,Toyota,Zace,2005,177600,Cũ,Số sàn,Xăng,Trong nước,Minivan (MPV),8,Hồ Chí Minh
8274,288000000.0,Chevrolet,Aveo,2018,40000,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Bình Dương
8275,385000000.0,Ford,Ranger,2013,120,Cũ,Số sàn,Dầu,Nhập khẩu,Pick-up (bán tải),5,Đắk Lắk
8276,175000000.0,Ford,Ranger,2004,200000,Cũ,Số sàn,Dầu,Trong nước,Pick-up (bán tải),5,Bình Phước
8277,280000000.0,Kia,Morning,2019,3000,Cũ,Số sàn,Xăng,Trong nước,Hatchback,5,Hà Nội
8278,899000000.0,Isuzu,Dòng khác,2017,229435,Cũ,Số sàn,Dầu,Trong nước,Van,Khác,Hà Nội
8279,340000000.0,Hyundai,Grand i10,2019,18000,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Bình Dương
8281,425000000.0,Mazda,3,2012,90000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Hà Nội
8282,465000000.0,Mazda,2,2018,21000,Cũ,Tự động,Xăng,Nhập khẩu,Hatchback,5,Đắk Lắk
8283,420000000.0,Nissan,Teana,2010,110000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Đà Nẵng
8284,700000000.0,Honda,Civic,2017,60000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Bình Dương
8285,889000000.0,Mazda,CX 5,2019,28000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,5,Hồ Chí Minh
8286,418000000.0,Hyundai,Accent,2019,22,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,5,Bắc Ninh
8287,69000000.0,Hãng khác,Dòng khác,2007,100,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,5,Bến Tre
8288,355000000.0,Honda,Civic,2009,150000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Long An
8291,99000000.0,Mitsubishi,Jolie,2003,170000,Cũ,Số sàn,Xăng,Nhập khẩu,SUV / Cross over,8,Hồ Chí Minh
8292,435000000.0,Hyundai,Accent,2018,30000,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Hà Nội
8293,495000000.0,Honda,City,2017,45000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hà Nội
8294,530000000.0,Chevrolet,Colorado,2016,65000,Cũ,Số sàn,Dầu,Nhập khẩu,Pick-up (bán tải),5,Hồ Chí Minh
8295,202000000.0,Hyundai,Grand i10,2014,85236,Cũ,Số sàn,Xăng,Nhập khẩu,Hatchback,5,Hà Nội
8297,10000000.0,Toyota,Corolla Altis,2019,12000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hà Nội
8298,295000000.0,Mazda,3,2008,120000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Hà Nội
8299,575000000.0,Ford,EcoSport,2019,18000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,5,Hồ Chí Minh
8300,50000000.0,Mitsubishi,Galant,1989,99999,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,5,Bình Dương
8301,430000000.0,Toyota,Vios,2018,25900,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Đồng Nai
8302,82000000.0,Chevrolet,Spark,2009,50000,Cũ,Số sàn,Xăng,Nhập khẩu,Hatchback,5,Hà Nội
8303,250000000.0,Toyota,Vios,2011,300000,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,5,hanh Hóa
8304,265000000.0,Mitsubishi,Grandis,2007,90000,Cũ,Tự động,Xăng,Trong nước,Hatchback,7,Đà Nẵng
8305,216000000.0,Kia,Morning,2015,9886,Cũ,Số sàn,Xăng,Trong nước,Hatchback,5,Hải Phòng
8306,120000000.0,Daewoo,Lacetti,2007,350000,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Hà Nội
8308,615000000.0,Hyundai,Santa Fe,2011,85000,Cũ,Tự động,Dầu,Nhập khẩu,SUV / Cross over,7,Hồ Chí Minh
8309,432000000.0,Toyota,Prado,2003,10000,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,7,Hà Nội
8312,460000000.0,Hyundai,Accent,2019,30000,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Bình Dương
8313,220000000.0,Isuzu,Hi lander,2007,500000,Cũ,Số sàn,Dầu,Trong nước,Hatchback,5,Hà Nội
8314,585000000.0,Toyota,Innova,2018,73000,Cũ,Số sàn,Xăng,Trong nước,Minivan (MPV),8,Lâm Đồng
8315,218000000.0,Nissan,Grand livina,2010,180000,Cũ,Số sàn,Xăng,Trong nước,Minivan (MPV),7,Hà Nội
8320,795000000.0,Honda,HR-V,2019,23000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,5,Hồ Chí Minh
8321,395000000.0,Suzuki,Swift,2016,100000,Cũ,Tự động,Xăng,Trong nước,Hatchback,5,Đà Nẵng
8322,155000000.0,Ford,Mondeo,2004,16,Cũ,Bán tự động,Xăng,Nhập khẩu,Sedan,5,Nghệ An
8323,495000000.0,Mitsubishi,Xpander,2019,30000,Cũ,Số sàn,Xăng,Nhập khẩu,Minivan (MPV),5,Đắk Lắk
8324,814000000.0,Mazda,CX 5,2018,25000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,5,Hồ Chí Minh
8325,463000000.0,Toyota,Vios,2016,50135,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hà Nội
8326,445000000.0,Toyota,Fortuner,2010,65000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,7,Hồ Chí Minh
8327,839000000.0,Toyota,Innova,2018,58000,Cũ,Tự động,Xăng,Trong nước,Minivan (MPV),7,Bình Dương
8328,528000000.0,Ford,Ranger,2016,6000,Cũ,Tự động,Dầu,Nhập khẩu,Pick-up (bán tải),5,Hải Phòng
8329,1110000000.0,Mazda,CX 8,2019,20000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,5,Hồ Chí Minh
8330,886000000.0,Hyundai,Tucson,2020,13000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,7,Hồ Chí Minh
8331,202000000.0,Kia,Morning,2010,60,Cũ,Tự động,Xăng,Trong nước,Hatchback,5,Hồ Chí Minh
8332,845000000.0,Mazda,CX 5,2018,29000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,5,Hà Nội
8333,579000000.0,Mazda,3,2017,50000,Cũ,Tự động,Xăng,Trong nước,Hatchback,5,Hà Nội
8334,1610000000.0,Ford,Explorer,2017,34567,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,7,Hà Nội
8335,290000000.0,Kia,Forte,2009,150000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,hái Nguyên
8336,68000000.0,Fiat,Siena,2002,120000,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Hà Nội
8337,1899000000.0,Mercedes Benz,E Class,2019,20000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Hà Nội
8338,1069000000.0,Toyota,Fortuner,2019,8000,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,7,Hà Nội
8339,425000000.0,Toyota,Camry,2009,85768,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Hà Tĩnh
8340,988000000.0,Honda,CR V,2018,24000,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,7,Hà Nội
8343,1030000000.0,Honda,CR V,2019,18000,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,5,Hồ Chí Minh
8345,380000000.0,Ford,Escape,2010,11000,Cũ,Bán tự động,Xăng,Nhập khẩu,SUV / Cross over,5,Đà Nẵng
8346,685000000.0,Honda,CR V,2014,110000,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,5,Hà Nội
8347,490000000.0,Mazda,3,2016,72000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Bình Dương
8349,135000000.0,Hãng khác,Dòng khác,2008,80000,Cũ,Số sàn,Dầu,Trong nước,Kiểu dáng khác,Khác,Hồ Chí Minh
8350,980000000.0,Ford,Everest,2018,35331,Cũ,Bán tự động,Dầu,Nhập khẩu,SUV / Cross over,7,Bắc Giang
8351,320000000.0,Mitsubishi,Mirage,2017,150000,Cũ,Tự động,Xăng,Trong nước,Hatchback,5,Hồ Chí Minh
8352,765000000.0,Mazda,CX 5,2018,29000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,5,Hải Phòng
8354,250000000.0,Suzuki,Vitara,2017,10000,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,5,Hà Nội
8356,115000000.0,Daewoo,Lacetti,2005,555555,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,5,Gia Lai
8357,640000000.0,Mitsubishi,Xpander,2020,20000,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,7,Đồng Nai
8358,168000000.0,Hyundai,Getz,2008,15000,Cũ,Số sàn,Xăng,Nhập khẩu,Hatchback,5,uyên Quang
8359,270000000.0,Chevrolet,Cruze,2012,43000,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,5,Đà Nẵng
8361,255000000.0,Toyota,Hiace,2007,123456,Cũ,Số sàn,Dầu,Trong nước,Van,6,Hồ Chí Minh
8362,368000000.0,Hyundai,Grand i10,2018,28000,Cũ,Tự động,Xăng,Nhập khẩu,Hatchback,5,Hải Phòng
8366,1046000000.0,Toyota,Fortuner,2020,10179,Cũ,Tự động,Dầu,Trong nước,SUV / Cross over,7,Bình Dương
8367,243000000.0,Chevrolet,Spark,2018,22000,Cũ,Số sàn,Xăng,Trong nước,Hatchback,5,Bình Dương
8368,599000000.0,Kia,Optima,2014,50000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Hà Nội
8369,355000000.0,Chevrolet,Captiva,2012,7,Cũ,Số sàn,Xăng,Nhập khẩu,SUV / Cross over,7,Gia Lai
8370,165000000.0,Kia,Morning,2007,12000,Cũ,Tự động,Xăng,Nhập khẩu,Hatchback,5,Đồng Nai
8371,595000000.0,Ford,Focus,2016,34000,Cũ,Tự động,Xăng,Trong nước,Hatchback,5,Hồ Chí Minh
8372,260000000.0,Zotye,Z300,2015,12345,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Bắc Ninh
8373,100000000.0,Mazda,323,1998,9999,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,5,ây Ninh
8374,230000000.0,Kia,Morning,2014,55000,Cũ,Tự động,Xăng,Nhập khẩu,Hatchback,2,Hà Nội
8376,225000000.0,Hyundai,Grand i10,2016,65000,Cũ,Số sàn,Xăng,Nhập khẩu,Hatchback,5,Đà Nẵng
8377,233000000.0,Daewoo,Lacetti,2009,90000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Hải Dương
8379,535000000.0,Kia,Cerato,2017,42170,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
8380,535000000.0,Kia,Cerato,2017,42170,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
8384,382000000.0,Toyota,Vios,2016,58000,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Hà Nội
8385,205000000.0,Toyota,Innova,2009,90635,Cũ,Số sàn,Xăng,Nhập khẩu,Minivan (MPV),8,Gia Lai
8386,200000000.0,Kia,Morning,2013,110000,Cũ,Số sàn,Xăng,Trong nước,Hatchback,5,Lâm Đồng
8388,130000000.0,Changan,Dòng khác,2017,75000,Cũ,Số sàn,Xăng,Trong nước,Kiểu dáng khác,2,Bình Dương
8390,385000000.0,Toyota,Innova,2013,90000,Cũ,Số sàn,Xăng,Trong nước,Minivan (MPV),8,ây Ninh
8391,235000000.0,Hyundai,Grand i10,2014,1000,Cũ,Số sàn,Xăng,Nhập khẩu,Hatchback,5,Hà Nội
8393,270000000.0,Hyundai,i20,2009,45000,Cũ,Tự động,Xăng,Nhập khẩu,Hatchback,5,Bình Dương
8394,1700000000.0,Mercedes Benz,GLC,2018,48000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,5,Hà Nội
8395,220000000.0,Chevrolet,Spark,2013,60000,Cũ,Tự động,Xăng,Trong nước,Hatchback,5,Hà Nội
8397,500000000.0,Kia,Rondo,2015,40000,Cũ,Tự động,Xăng,Trong nước,Minivan (MPV),7,Hồ Chí Minh
8398,435000000.0,Ford,EcoSport,2015,84000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,5,Hồ Chí Minh
8400,160000000.0,Kia,Morning,2012,8000,Cũ,Số sàn,Xăng,Trong nước,Hatchback,5,Hà Nội
8401,402000000.0,Hyundai,Accent,2019,25,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Cần Thơ
8403,280000000.0,Isuzu,Hi lander,2009,140000,Cũ,Số sàn,Dầu,Trong nước,SUV / Cross over,8,Gia Lai
8405,645000000.0,Mazda,3,2019,15000,Cũ,Tự động,Xăng,Trong nước,Hatchback,5,Hà Nội
8406,775000000.0,Toyota,Fortuner,2016,10000,Cũ,Số sàn,Dầu,Nhập khẩu,SUV / Cross over,7,Hải Dương
8407,298000000.0,Honda,Civic,2007,130689,Cũ,Tự động,Xăng,Trong nước,Sedan,4,Hậu Giang
8408,250000000.0,Chevrolet,Lacetti,2010,888888,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Hà Nội
8409,440000000.0,Kia,Rio,2017,50000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Hải Dương
8410,777000000.0,Toyota,Fortuner,2017,72000,Cũ,Số sàn,Dầu,Nhập khẩu,SUV / Cross over,7,Bà Rịa - Vũng Tàu
